100,139.95823800,35.75000000,
101,139.94095000,35.75000000,
102,139.95823800,35.75000000,
103,139.94355000,35.75163300,
104,139.95595000,35.75199200,
105,139.95751300,35.75230800,
106,139.98195000,35.75260800,
107,139.97245000,35.75289200,
108,139.93858800,35.75340800,
109,139.92175000,35.75422500,
110,139.93531300,35.75433300,
111,139.95880000,35.75473300,
112,139.93507500,35.75502500,
113,139.90476300,35.75545000,
114,139.90255000,35.75565000,
115,139.90577500,35.75858300,
116,139.90496300,35.75870000,
117,139.90257500,35.75875800,
118,139.98371300,35.75890000,
119,139.98700000,35.75891700,
120,139.93570000,35.75903300,
121,139.92267500,35.75948300,
122,139.94975000,35.75908300,
123,139.94457500,35.75940800,
124,139.90262500,35.75945800,
125,139.92851300,35.75961700,
126,139.90125000,35.75954200,
127,139.92287500,35.75972500,
128,139.93698800,35.76068300,
129,139.95471300,35.76060000,
130,139.91661300,35.76108300,
131,139.92283800,35.76113300,
132,139.95791300,35.76214200,
133,139.91518800,35.76162500,
134,139.91456300,35.76302500,
135,139.90112500,35.76322500,
136,139.90263800,35.76333300,
137,139.90281300,35.76352500,
138,139.89831300,35.76337500,
139,139.90453800,35.76378300,
140,139.90585000,35.76421700,
141,139.90713800,35.76467500,
142,139.98633800,35.76544200,
143,139.91063800,35.76589200,
144,139.91543800,35.76612500,
145,139.92498800,35.76622500,
146,139.91690000,35.76651700,
147,139.91938800,35.76713300,
148,139.90712500,35.76735800,
149,139.91450000,35.76733300,
150,139.92118800,35.76760000,
151,139.90931300,35.76777500,
152,139.91592500,35.76780800,
153,139.91843800,35.76871700,
154,139.90048800,35.76895000,
155,139.91926300,35.76902500,
156,139.91306300,35.76914200,
157,139.90043800,35.76931700,
158,139.90827500,35.76924200,
159,139.92015000,35.76935000,
160,139.91453800,35.76968300,
161,139.89898800,35.77003300,
162,139.91572500,35.77032500,
163,139.91202500,35.77052500,
164,140.00000000,35.77084200,
165,139.91173800,35.77087500,
166,139.89568800,35.77092500,
167,139.91745000,35.77111700,
168,139.90996300,35.77123300,
169,139.91671300,35.77129200,
170,139.91137500,35.77136700,
171,139.91718800,35.77178300,
172,139.97628800,35.77208300,
173,139.89398800,35.77250000,
174,139.94503800,35.77260800,
175,139.90017500,35.77265000,
176,139.89200000,35.77270000,
177,139.93185000,35.77308300,
178,139.89333800,35.77329200,
179,139.99458800,35.77355000,
180,139.97670000,35.77415800,
181,139.89742500,35.77425000,
182,139.96211300,35.77467500,
183,139.90855000,35.77480800,
184,139.96992500,35.77482500,
185,139.97395000,35.77488300,
186,139.91013800,35.77484200,
187,139.90778800,35.77486700,
188,139.89020000,35.77500800,
189,139.90678800,35.77502500,
190,139.89962500,35.77522500,
191,139.91287500,35.77524200,
192,139.91067500,35.77520000,
193,139.89138800,35.77567500,
194,139.91378800,35.77575000,
195,139.90368800,35.77583300,
196,139.90688800,35.77610000,
197,139.90856300,35.77620800,
198,139.97727500,35.77660800,
199,139.92692500,35.77672500,
200,139.91578800,35.77667500,
201,139.93418800,35.77698300,
202,139.91178800,35.77692500,
203,139.90016300,35.77709200,
204,139.92215000,35.77720000,
205,139.92640000,35.77717500,
206,139.91025000,35.77736700,
207,139.96118800,35.77740800,
208,139.91382500,35.77748300,
209,139.90458800,35.77755000,
210,139.96978800,35.77760800,
211,139.92708800,35.77790000,
212,139.90462500,35.77799200,
213,139.90310000,35.77826700,
214,139.90396300,35.77821700,
215,139.91956300,35.77826700,
216,139.96105000,35.77825000,
217,139.91970000,35.77835000,
218,139.90267500,35.77843300,
219,139.91107500,35.77860000,
220,139.91878800,35.77875000,
221,139.91090000,35.77872500,
222,139.90151300,35.77883300,
223,139.98072500,35.77897500,
224,139.90050000,35.77913300,
225,139.90303800,35.77940800,
226,139.90242500,35.77951700,
227,139.90167500,35.77969200,
228,139.93421300,35.77962500,
229,139.90061300,35.77984200,
230,139.91121300,35.77993300,
231,139.99782500,35.77991700,
232,139.94982500,35.77995800,
233,139.96225000,35.78017500,
234,140.00000000,35.78022500,
235,139.96966300,35.78037500,
236,139.97181300,35.78047500,
237,139.97462500,35.78051700,
238,139.98411300,35.78052500,
239,139.90536300,35.78065000,
240,139.90495000,35.78075800,
241,139.90433800,35.78090800,
242,139.93010000,35.78089200,
243,139.92401300,35.78092500,
244,139.91366300,35.78097500,
245,139.90082500,35.78100800,
246,139.90337500,35.78085800,
247,139.90278800,35.78092500,
248,139.90293800,35.78122500,
249,139.90192500,35.78108300,
250,139.90207500,35.78140000,
251,139.90580000,35.78139200,
252,139.90102500,35.78140800,
253,139.90360000,35.78150800,
254,139.94035000,35.78139200,
255,139.90315000,35.78164200,
256,139.90121300,35.78173300,
257,139.90243800,35.78181700,
258,139.90000000,35.78192500,
259,139.90146300,35.78205000,
260,139.90155000,35.78215800,
261,139.90691300,35.78221700,
262,139.90391300,35.78230800,
263,139.90033800,35.78230800,
264,139.90100000,35.78240800,
265,139.92905000,35.78245000,
266,139.90347500,35.78250800,
267,139.94867500,35.78253300,
268,139.90063800,35.78263300,
269,139.89885000,35.78288300,
270,139.90303800,35.78271700,
271,139.90206300,35.78287500,
272,139.91140000,35.78288300,
273,139.93395000,35.78300800,
274,139.90752500,35.78296700,
275,139.90647500,35.78307500,
276,139.90637500,35.78310000,
277,139.89773800,35.78317500,
278,139.90225000,35.78314200,
279,139.89710000,35.78332500,
280,139.90175000,35.78335800,
281,139.90440000,35.78335800,
282,139.91216300,35.78330800,
283,139.92840000,35.78340000,
284,139.91962500,35.78342500,
285,139.90142500,35.78351700,
286,139.98055000,35.78350800,
287,139.90275000,35.78377500,
288,139.90442500,35.78355800,
289,139.93955000,35.78385800,
290,139.91123800,35.78405000,
291,139.90767500,35.78407500,
292,139.90863800,35.78404200,
293,139.90226300,35.78402500,
294,139.92215000,35.78408300,
295,139.90932500,35.78410800,
296,139.91037500,35.78416700,
297,139.90190000,35.78419200,
298,139.90318800,35.78439200,
299,139.91648800,35.78435800,
300,139.93335000,35.78438300,
301,139.90820000,35.78447500,
302,139.90070000,35.78445800,
303,139.91807500,35.78445000,
304,139.90270000,35.78455800,
305,139.89675000,35.78460800,
306,139.90333800,35.78460000,
307,139.91610000,35.78465000,
308,139.91776300,35.78466700,
309,139.90845000,35.78468300,
310,139.90045000,35.78479200,
311,139.90231300,35.78475800,
312,139.91232500,35.78480800,
313,139.90930000,35.78484200,
314,139.91133800,35.78490800,
315,139.91025000,35.78500800,
316,139.91743800,35.78494200,
317,139.90292500,35.78495800,
318,139.91361300,35.78501700,
319,139.90192500,35.78505800,
320,139.91933800,35.78517500,
321,139.90827500,35.78524200,
322,139.91236300,35.78535000,
323,139.90925000,35.78540000,
324,139.91013800,35.78551700,
325,139.93283800,35.78552500,
326,139.90735000,35.78550800,
327,139.91135000,35.78557500,
328,139.89997500,35.78555000,
329,139.90138800,35.78566700,
330,139.92058800,35.78562500,
331,139.90920000,35.78585000,
332,139.91005000,35.78596700,
333,139.92001300,35.78615000,
334,139.91986300,35.78630800,
335,139.90057500,35.78635000,
336,139.90242500,35.78630000,
337,139.91972500,35.78685800,
338,139.93566300,35.78683300,
339,139.90300000,35.78725000,
340,139.94057500,35.78729200,
341,139.90503800,35.78730000,
342,139.93307500,35.78733300,
343,139.91767500,35.78739200,
344,139.89752500,35.78745800,
345,139.94191300,35.78740000,
346,139.90325000,35.78749200,
347,139.92098800,35.78758300,
348,139.94426300,35.78755800,
349,139.90297500,35.78772500,
350,139.91625000,35.78770800,
351,139.90831300,35.78771700,
352,139.94653800,35.78780000,
353,139.90656300,35.78785800,
354,139.92185000,35.78788300,
355,139.90965000,35.78796700,
356,139.90575000,35.78798300,
357,139.90171300,35.78804200,
358,139.90390000,35.78807500,
359,139.90626300,35.78815800,
360,139.92060000,35.78815800,
361,139.90166300,35.78821700,
362,139.91398800,35.78822500,
363,139.89647500,35.78831700,
364,139.90795000,35.78830800,
365,139.92753800,35.78841700,
366,139.90256300,35.78858300,
367,139.90662500,35.78864200,
368,139.91182500,35.78870000,
369,139.90298800,35.78872500,
370,139.90461300,35.78877500,
371,139.90281300,35.78885000,
372,139.93960000,35.78875000,
373,139.89518800,35.78883300,
374,139.92412500,35.78907500,
375,139.91013800,35.78906700,
376,139.92436300,35.78905800,
377,139.94221300,35.78915000,
378,139.89942500,35.78927500,
379,139.95008800,35.78925000,
380,139.90943800,35.78930000,
381,139.94086300,35.78934200,
382,139.90365000,35.78940800,
383,139.90955000,35.78940800,
384,139.90536300,35.78955000,
385,139.89495000,35.78976700,
386,139.90327500,35.78965000,
387,139.94257500,35.78971700,
388,139.90898800,35.78975000,
389,139.93998800,35.78987500,
390,139.89823800,35.78987500,
391,139.91006300,35.78989200,
392,139.91690000,35.78993300,
393,139.91822500,35.78990000,
394,139.91018800,35.79000800,
395,139.90456300,35.79004200,
396,139.91547500,35.79005000,
397,139.91411300,35.79013300,
398,139.92058800,35.79011700,
399,139.91292500,35.79021700,
400,139.92625000,35.79025000,
401,139.90778800,35.79023300,
402,139.90938800,35.79025800,
403,139.95303800,35.79029200,
404,139.90377500,35.79038300,
405,139.91228800,35.79049200,
406,139.90896300,35.79051700,
407,139.95000000,35.79051700,
408,139.95446300,35.79060800,
409,139.91993800,35.79078300,
410,139.92108800,35.79087500,
411,139.95475000,35.79096700,
412,139.90645000,35.79102500,
413,139.91123800,35.79109200,
414,139.94350000,35.79115000,
415,139.92070000,35.79123300,
416,139.91140000,35.79130800,
417,139.98406300,35.79156700,
418,139.91055000,35.79160800,
419,139.91710000,35.79164200,
420,140.00000000,35.79161700,
421,139.92140000,35.79161700,
422,139.91572500,35.79175000,
423,139.91428800,35.79186700,
